No,프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적,일정 차이,일정 준수 여부
639,P1,DPBOM000000639,가공,F2,D2,D5,D3,2023-03-09,2023-02-23,-14,False
640,P1,DPBOM000000640,가공,F2,D2,D5,D3,2022-12-02,2022-11-23,-9,False
641,P1,DPBOM000000641,족장,F3,D3,자체 진행,D4,2024-01-29,2024-01-19,-10,False
642,P1,DPBOM000000642,가공,F4,D7,자체 진행,D3,2022-10-31,2022-11-23,23,True
643,P1,DPBOM000000643,의장,F1,D8,자체 진행,D1,2023-02-24,2023-02-07,-17,False
644,P1,DPBOM000000644,공작,F2,D4,D5,D3,2023-10-14,2023-10-12,-2,False
645,P1,DPBOM000000645,철의장,F2,D5,D5,D3,2024-03-24,2024-03-09,-15,False
646,P1,DPBOM000000646,가공,F2,D2,D5,D3,2024-06-15,2024-06-04,-11,False
647,P1,DPBOM000000647,가공,F2,D2,D5,D3,2022-06-15,2022-05-28,-18,False
648,P1,DPBOM000000648,가공,F4,D7,자체 진행,D3,2022-03-04,2022-02-05,-27,False
649,P1,DPBOM000000649,가공,F2,D2,D5,D3,2023-04-24,2023-04-04,-20,False
650,P1,DPBOM000000650,가공,F2,D2,D5,D3,2022-04-07,2022-03-10,-28,False
651,P1,DPBOM000000651,족장,F3,D3,자체 진행,D4,2024-06-01,2024-05-06,-26,False
652,P1,DPBOM000000652,가공,F4,D7,자체 진행,D3,2022-07-27,2022-07-22,-5,False
653,P1,DPBOM000000653,의장,F1,D8,자체 진행,D1,2021-10-24,2021-11-02,9,True
654,P1,DPBOM000000654,공작,F2,D4,D5,D3,2022-04-15,2022-03-31,-15,False
655,P1,DPBOM000000655,철의장,F2,D5,D5,D3,2022-09-06,2022-08-10,-27,False
656,P1,DPBOM000000656,가공,F2,D2,D5,D3,2023-02-11,2023-01-26,-16,False
657,P1,DPBOM000000657,가공,F2,D2,D5,D3,2021-10-25,2021-10-05,-20,False
658,P1,DPBOM000000658,가공,F4,D7,자체 진행,D3,2022-07-08,2022-07-02,-6,False
659,P1,DPBOM000000659,가공,F2,D2,D5,D3,2024-03-01,2024-02-22,-8,False
660,P1,DPBOM000000660,가공,F2,D2,D5,D3,2022-10-07,2022-09-09,-28,False
661,P1,DPBOM000000661,가공,F2,D2,D5,D3,2022-03-11,2022-03-01,-10,False
662,P1,DPBOM000000662,가공,F4,D7,자체 진행,D3,2021-11-18,2021-11-05,-13,False
663,P1,DPBOM000000663,가공,F2,D2,자체 진행,D3,2022-05-31,2022-05-21,-10,False
664,P1,DPBOM000000664,족장,F3,D3,자체 진행,D4,2024-03-12,2024-02-21,-20,False
665,P1,DPBOM000000665,가공,F4,D7,자체 진행,D3,2022-09-18,2022-08-22,-27,False
666,P1,DPBOM000000666,의장,F1,D8,자체 진행,D1,2022-03-08,2022-02-16,-20,False
667,P1,DPBOM000000667,공작,F2,D4,자체 진행,D3,2023-07-10,2023-07-05,-5,False
668,P1,DPBOM000000668,철의장,F2,D5,자체 진행,D3,2023-01-11,2022-12-15,-27,False
669,P1,DPBOM000000669,가공,F2,D2,자체 진행,D3,2023-01-06,2022-12-08,-29,False
670,P1,DPBOM000000670,가공,F2,D2,자체 진행,D3,2022-01-21,2022-01-08,-13,False
671,P1,DPBOM000000671,가공,F4,D7,자체 진행,D3,2023-08-06,2023-07-26,-11,False
672,P1,DPBOM000000672,가공,F2,D2,자체 진행,D3,2023-03-26,2023-03-10,-16,False
673,P1,DPBOM000000673,가공,F2,D2,자체 진행,D3,2022-07-16,2022-06-17,-29,False
674,P1,DPBOM000000674,가공,F4,D7,자체 진행,D3,2023-11-11,2023-11-26,15,True
675,P1,DPBOM000000675,가공,F2,D2,자체 진행,D3,2022-07-28,2022-07-08,-20,False
676,P1,DPBOM000000676,족장,F3,D3,자체 진행,D4,2022-09-24,2022-09-11,-13,False
677,P1,DPBOM000000677,가공,F4,D7,자체 진행,D3,2023-03-12,2023-02-21,-19,False
678,P1,DPBOM000000678,의장,F1,D8,자체 진행,D1,2022-12-12,2022-11-25,-17,False
679,P1,DPBOM000000679,공작,F2,D4,자체 진행,D3,2023-01-29,2023-01-09,-20,False
680,P1,DPBOM000000680,철의장,F2,D5,자체 진행,D3,2023-11-20,2023-11-04,-16,False
681,P1,DPBOM000000681,가공,F2,D2,자체 진행,D3,2022-05-28,2022-05-04,-24,False
682,P1,DPBOM000000682,가공,F2,D2,자체 진행,D3,2024-01-25,2024-01-18,-7,False
683,P1,DPBOM000000683,가공,F4,D7,자체 진행,D3,2022-10-16,2022-10-03,-13,False
684,P1,DPBOM000000684,가공,F2,D2,자체 진행,D3,2021-11-03,2021-10-06,-28,False
685,P1,DPBOM000000685,가공,F2,D2,자체 진행,D3,2024-06-07,2024-05-31,-7,False
686,P1,DPBOM000000686,가공,F2,D2,자체 진행,D3,2022-11-07,2022-10-11,-27,False
687,P1,DPBOM000000687,가공,F4,D7,자체 진행,D3,2022-10-31,2022-10-03,-28,False
688,P1,DPBOM000000688,가공,F2,D2,자체 진행,D3,2022-04-06,2022-03-19,-18,False
689,P1,DPBOM000000689,족장,F3,D3,자체 진행,D4,2024-06-19,2024-06-11,-8,False
690,P1,DPBOM000000690,가공,F4,D7,자체 진행,D3,2022-07-12,2022-07-09,-3,False
691,P1,DPBOM000000691,의장,F1,D8,자체 진행,D1,2022-04-17,2022-04-08,-9,False
692,P1,DPBOM000000692,공작,F2,D4,자체 진행,D3,2023-06-30,2023-06-19,-11,False
693,P1,DPBOM000000693,철의장,F2,D5,자체 진행,D3,2022-01-28,2022-01-18,-10,False
694,P1,DPBOM000000694,가공,F2,D2,자체 진행,D3,2024-03-15,2024-03-07,-8,False
695,P1,DPBOM000000695,가공,F2,D2,자체 진행,D3,2022-04-06,2022-03-24,-13,False
696,P1,DPBOM000000696,가공,F4,D7,자체 진행,D3,2024-01-30,2024-01-11,-19,False
697,P1,DPBOM000000697,가공,F2,D2,자체 진행,D3,2022-11-16,2022-11-15,-1,False
698,P1,DPBOM000000698,가공,F2,D2,자체 진행,D3,2022-03-11,2022-03-04,-7,False
699,P1,DPBOM000000699,가공,F4,D7,자체 진행,D3,2022-08-21,2022-07-27,-25,False
700,P1,DPBOM000000700,가공,F2,D2,자체 진행,D3,2023-07-21,2023-06-25,-26,False
701,P1,DPBOM000000701,족장,F3,D3,자체 진행,D4,2021-09-18,2021-09-05,-13,False
702,P1,DPBOM000000702,가공,F4,D7,자체 진행,D3,2024-07-24,2024-07-21,-3,False
703,P1,DPBOM000000703,의장,F1,D8,자체 진행,D1,2021-10-26,2021-10-17,-9,False
704,P1,DPBOM000000704,공작,F2,D4,자체 진행,D3,2022-08-06,2022-07-12,-25,False
705,P1,DPBOM000000705,철의장,F2,D5,자체 진행,D3,2023-06-26,2023-06-18,-8,False
706,P1,DPBOM000000706,가공,F2,D2,자체 진행,D3,2022-06-30,2022-06-28,-2,False
707,P1,DPBOM000000707,가공,F2,D2,자체 진행,D3,2022-07-12,2022-06-28,-14,False
708,P1,DPBOM000000708,가공,F4,D7,자체 진행,D3,2022-04-13,2022-03-28,-16,False
709,P1,DPBOM000000709,가공,F2,D2,자체 진행,D3,2022-10-11,2022-09-13,-28,False
710,P1,DPBOM000000710,가공,F2,D2,자체 진행,D3,2024-05-26,2024-04-28,-28,False
711,P1,DPBOM000000711,가공,F2,D2,자체 진행,D3,2024-01-18,2023-12-28,-21,False
712,P1,DPBOM000000712,가공,F4,D7,자체 진행,D3,2024-05-31,2024-05-25,-6,False
713,P1,DPBOM000000713,가공,F2,D2,자체 진행,D3,2024-02-09,2024-02-03,-6,False
714,P1,DPBOM000000714,족장,F3,D3,자체 진행,D4,2021-10-20,2021-10-05,-15,False
715,P1,DPBOM000000715,재마킹,F4,D6,자체 진행,D3,2023-05-18,2023-05-17,-1,False
716,P1,DPBOM000000716,가공,F4,D7,자체 진행,D3,2024-01-23,2023-12-27,-27,False
717,P1,DPBOM000000717,의장,F1,D8,자체 진행,D1,2024-04-05,2024-03-19,-17,False
718,P1,DPBOM000000718,공작,F2,D4,자체 진행,D3,2023-05-20,2023-05-08,-12,False
719,P1,DPBOM000000719,철의장,F2,D5,자체 진행,D3,2021-11-22,2021-11-20,-2,False
720,P1,DPBOM000000720,가공,F2,D2,자체 진행,D3,2021-11-11,2021-10-23,-19,False
721,P1,DPBOM000000721,가공,F2,D2,자체 진행,D3,2021-09-20,2021-09-12,-8,False
722,P1,DPBOM000000722,가공,F4,D7,자체 진행,D3,2024-03-27,2024-03-26,-1,False
723,P1,DPBOM000000723,가공,F2,D2,자체 진행,D3,2023-05-07,2023-05-06,-1,False
724,P1,DPBOM000000724,가공,F2,D2,자체 진행,D3,2023-01-22,2023-01-14,-8,False
725,P1,DPBOM000000725,족장,F3,D3,자체 진행,D4,2022-09-20,2022-09-11,-9,False
726,P1,DPBOM000000726,재마킹,F4,D6,자체 진행,D3,2023-01-13,2023-01-08,-5,False
727,P1,DPBOM000000727,가공,F4,D7,자체 진행,D3,2024-02-27,2024-01-30,-28,False
728,P1,DPBOM000000728,의장,F1,D8,자체 진행,D1,2023-12-04,2023-11-19,-15,False
729,P1,DPBOM000000729,공작,F2,D4,자체 진행,D3,2024-02-24,2024-02-14,-10,False
730,P1,DPBOM000000730,철의장,F2,D5,자체 진행,D3,2024-04-07,2024-03-21,-17,False
731,P1,DPBOM000000731,가공,F2,D2,자체 진행,D3,2024-03-21,2024-03-09,-12,False
732,P1,DPBOM000000732,가공,F2,D2,자체 진행,D3,2023-01-16,2022-12-21,-26,False
733,P1,DPBOM000000733,가공,F2,D2,자체 진행,D3,2023-08-20,2023-08-17,-3,False
734,P1,DPBOM000000734,족장,F3,D3,자체 진행,D4,2022-07-03,2022-06-16,-17,False
735,P1,DPBOM000000735,재마킹,F4,D6,자체 진행,D3,2022-08-24,2022-07-28,-27,False
736,P1,DPBOM000000736,가공,F4,D7,자체 진행,D3,2023-07-03,2023-06-22,-11,False
737,P1,DPBOM000000737,의장,F1,D8,자체 진행,D1,2024-08-28,2024-08-10,-18,False
738,P1,DPBOM000000738,공작,F2,D4,자체 진행,D3,2022-09-15,2022-09-14,-1,False
739,P1,DPBOM000000739,철의장,F2,D5,자체 진행,D3,2022-06-13,2022-07-07,24,True
740,P1,DPBOM000000740,가공,F2,D2,자체 진행,D3,2021-12-06,2021-11-27,-9,False
741,P1,DPBOM000000741,의장,F1,D8,자체 진행,D1,2021-09-23,2021-09-01,-22,False
742,P1,DPBOM000000742,철의장,F2,D5,자체 진행,D3,2024-03-09,2024-02-24,-14,False
743,P1,DPBOM000000743,가공,F2,D2,D5,D3,2021-11-21,2021-11-15,-6,False
744,P1,DPBOM000000744,족장,F3,D3,자체 진행,D4,2023-08-25,2023-08-06,-19,False
745,P1,DPBOM000000745,공작,F2,D4,D5,D3,2024-01-05,2024-01-15,10,True
746,P1,DPBOM000000746,철의장,F2,D5,D5,D3,2024-06-15,2024-07-08,23,True
747,P1,DPBOM000000747,가공,F2,D2,D5,D3,2023-03-19,2023-03-10,-9,False
748,P1,DPBOM000000748,족장,F3,D3,자체 진행,D4,2023-10-14,2023-10-12,-2,False
749,P1,DPBOM000000749,공작,F2,D4,D5,D3,2022-02-26,2022-02-07,-19,False
750,P1,DPBOM000000750,철의장,F2,D5,D5,D3,2023-06-21,2023-05-24,-28,False
751,P1,DPBOM000000751,가공,F2,D2,D5,D3,2022-08-16,2022-07-25,-22,False
752,P1,DPBOM000000752,족장,F3,D3,자체 진행,D4,2022-10-05,2022-09-10,-25,False
753,P1,DPBOM000000753,공작,F2,D4,D5,D3,2024-04-18,2024-03-22,-27,False
754,P1,DPBOM000000754,철의장,F2,D5,D5,D3,2024-06-25,2024-06-24,-1,False
755,P1,DPBOM000000755,가공,F2,D2,자체 진행,D3,2022-03-23,2022-03-15,-8,False
756,P1,DPBOM000000756,족장,F3,D3,자체 진행,D4,2024-02-03,2024-01-09,-25,False
757,P1,DPBOM000000757,공작,F2,D4,자체 진행,D3,2024-03-22,2024-02-25,-26,False
758,P1,DPBOM000000758,철의장,F2,D5,자체 진행,D3,2022-09-11,2022-08-31,-11,False
759,P1,DPBOM000000759,가공,F2,D2,자체 진행,D3,2023-09-21,2023-09-11,-10,False
760,P1,DPBOM000000760,족장,F3,D3,자체 진행,D4,2024-07-06,2024-07-05,-1,False
761,P1,DPBOM000000761,공작,F2,D4,자체 진행,D3,2023-06-12,2023-05-22,-21,False
762,P1,DPBOM000000762,철의장,F2,D5,자체 진행,D3,2023-02-21,2023-01-26,-26,False
763,P1,DPBOM000000763,가공,F2,D2,자체 진행,D3,2023-02-24,2023-02-15,-9,False
764,P1,DPBOM000000764,족장,F3,D3,자체 진행,D4,2022-06-13,2022-05-20,-24,False
765,P1,DPBOM000000765,공작,F2,D4,자체 진행,D3,2022-04-12,2022-04-08,-4,False
766,P1,DPBOM000000766,철의장,F2,D5,자체 진행,D3,2024-03-01,2024-02-22,-8,False
767,P1,DPBOM000000767,철의장,F2,D5,D5,D3,2023-03-18,2023-02-26,-20,False
768,P1,DPBOM000000768,철의장,F2,D5,자체 진행,D3,2022-10-14,2022-09-19,-25,False
769,P1,DPBOM000000769,철의장,F2,D5,자체 진행,D3,2021-12-14,2021-12-07,-7,False
770,P1,DPBOM000000770,철의장,F2,D5,D5,D3,2021-09-20,2021-08-25,-26,False
771,P1,DPBOM000000771,철의장,F2,D5,D5,D3,2023-10-16,2023-10-13,-3,False
772,P1,DPBOM000000772,철의장,F2,D5,자체 진행,D3,2021-10-14,2021-09-20,-24,False
773,P1,DPBOM000000773,철의장,F2,D5,자체 진행,D3,2023-10-28,2023-10-08,-20,False
774,P1,DPBOM000000774,가공,F2,D2,자체 진행,D3,2022-06-25,2022-05-30,-26,False
775,P1,DPBOM000000775,재마킹,F4,D6,자체 진행,D3,2024-05-30,2024-05-07,-23,False
776,P1,DPBOM000000776,가공,F4,D7,자체 진행,D3,2024-07-23,2024-07-22,-1,False
777,P1,DPBOM000000777,공작,F2,D4,자체 진행,D3,2023-04-18,2023-04-07,-11,False
778,P1,DPBOM000000778,철의장,F2,D5,자체 진행,D3,2023-03-15,2023-03-04,-11,False
779,P1,DPBOM000000779,가공,F2,D2,자체 진행,D3,2021-10-31,2021-10-29,-2,False
780,P1,DPBOM000000780,재마킹,F4,D6,자체 진행,D3,2022-09-13,2022-09-10,-3,False
781,P1,DPBOM000000781,가공,F4,D7,자체 진행,D3,2022-10-04,2022-10-02,-2,False
782,P1,DPBOM000000782,공작,F2,D4,자체 진행,D3,2022-02-04,2022-01-29,-6,False
783,P1,DPBOM000000783,철의장,F2,D5,자체 진행,D3,2021-11-14,2021-11-05,-9,False
784,P1,DPBOM000000784,가공,F2,D2,자체 진행,D3,2023-05-11,2023-04-16,-25,False
785,P1,DPBOM000000785,재마킹,F4,D6,자체 진행,D3,2023-07-27,2023-06-29,-28,False
786,P1,DPBOM000000786,가공,F4,D7,자체 진행,D3,2024-06-21,2024-06-12,-9,False
787,P1,DPBOM000000787,공작,F2,D4,자체 진행,D3,2022-11-10,2022-10-24,-17,False
788,P1,DPBOM000000788,철의장,F2,D5,자체 진행,D3,2023-01-13,2022-12-15,-29,False
789,P1,DPBOM000000789,가공,F4,D2,자체 진행,D3,2021-09-06,2021-08-29,-8,False
790,P1,DPBOM000000790,공작,F4,D4,자체 진행,D3,2022-03-20,2022-05-09,50,True
1,P2,DPBOM000000791,도장,F1,D1,자체 진행,D1,2024-08-11,2024-08-10,-1,False
2,P2,DPBOM000000792,도장,F1,D1,자체 진행,D1,2022-05-04,2022-05-02,-2,False
3,P2,DPBOM000000003,가공,F2,D2,D6,D3,2023-08-27,2023-08-19,-8,False
4,P2,DPBOM000000004,족장,F3,D3,자체 진행,D4,2021-11-18,2021-10-30,-19,False
5,P2,DPBOM000000793,재마킹,F4,D6,자체 진행,D3,2022-07-12,2022-07-04,-8,False
7,P2,DPBOM000000005,공작,F2,D4,D6,D3,2023-09-03,2023-08-18,-16,False
8,P2,DPBOM000000006,철의장,F2,D5,D6,D3,2022-12-23,2022-12-12,-11,False
9,P2,DPBOM000000007,가공,F2,D2,D6,D3,2023-01-13,2023-01-01,-12,False
10,P2,DPBOM000000009,가공,F4,D7,자체 진행,D3,2023-04-18,2023-04-06,-12,False
11,P2,DPBOM000000795,도장,F1,D1,자체 진행,D1,2021-11-29,2021-11-25,-4,False
12,P2,DPBOM000000796,가공,F2,D2,D6,D3,2024-04-21,2024-04-15,-6,False
13,P2,DPBOM000000797,재마킹,F4,D6,자체 진행,D3,2023-01-13,2022-12-26,-18,False
15,P2,DPBOM000000799,가공,F4,D7,자체 진행,D3,2024-04-10,2024-03-31,-10,False
16,P2,DPBOM000000800,의장,F1,D8,자체 진행,D1,2022-09-21,2022-09-01,-20,False
17,P2,DPBOM000000801,공작,F2,D4,D6,D3,2023-04-06,2023-04-03,-3,False
18,P2,DPBOM000000802,철의장,F2,D5,D6,D3,2024-04-17,2024-03-27,-21,False
19,P2,DPBOM000000803,가공,F2,D2,D6,D3,2023-05-03,2023-04-11,-22,False
20,P2,DPBOM000000804,가공,F4,D7,자체 진행,D3,2023-05-09,2023-04-28,-11,False
21,P2,DPBOM000000805,가공,F4,D7,자체 진행,D3,2021-09-11,2021-09-01,-10,False
22,P2,DPBOM000000806,도장,F1,D1,자체 진행,D1,2023-05-17,2023-05-01,-16,False
23,P2,DPBOM000000010,가공,F2,D2,D6,D3,2024-07-07,2024-07-01,-6,False
24,P2,DPBOM000000011,족장,F3,D3,자체 진행,D4,2024-08-22,2024-08-19,-3,False
25,P2,DPBOM000000807,재마킹,F4,D6,자체 진행,D3,2022-09-30,2022-09-22,-8,False
26,P2,DPBOM000000012,의장,F1,D8,자체 진행,D1,2022-10-30,2022-10-14,-16,False
27,P2,DPBOM000000013,공작,F2,D4,D6,D3,2022-01-13,2021-12-24,-20,False
28,P2,DPBOM000000014,철의장,F2,D5,D6,D3,2024-07-27,2024-07-08,-19,False
29,P2,DPBOM000000015,가공,F2,D2,D6,D3,2024-07-12,2024-06-23,-19,False
30,P2,DPBOM000000017,가공,F4,D7,자체 진행,D3,2022-05-28,2022-05-08,-20,False
31,P2,DPBOM000000018,가공,F2,D2,D6,D3,2022-03-13,2022-02-25,-16,False
32,P2,DPBOM000000020,가공,F4,D7,자체 진행,D3,2024-01-24,2024-01-18,-6,False
33,P2,DPBOM000000023,가공,F4,D7,자체 진행,D3,2023-10-01,2023-09-25,-6,False
34,P2,DPBOM000000808,도장,F1,D1,자체 진행,D1,2022-11-26,2022-11-17,-9,False
35,P2,DPBOM000000809,가공,F2,D2,D6,D3,2023-12-21,2023-12-06,-15,False
36,P2,DPBOM000000810,족장,F3,D3,자체 진행,D4,2024-05-20,2024-05-14,-6,False
37,P2,DPBOM000000811,재마킹,F4,D6,자체 진행,D3,2024-06-10,2024-06-08,-2,False
39,P2,DPBOM000000813,의장,F1,D8,자체 진행,D1,2022-05-07,2022-04-26,-11,False
40,P2,DPBOM000000814,공작,F2,D4,D6,D3,2022-01-29,2022-03-12,42,True
41,P2,DPBOM000000815,철의장,F2,D5,D6,D3,2022-10-18,2022-10-05,-13,False
42,P2,DPBOM000000816,가공,F2,D2,D6,D3,2022-10-05,2022-09-28,-7,False
43,P2,DPBOM000000817,가공,F4,D7,자체 진행,D3,2022-01-10,2021-12-18,-23,False
44,P2,DPBOM000000818,가공,F2,D2,D6,D3,2022-08-10,2022-07-13,-28,False
45,P2,DPBOM000000819,공작,F2,D4,D6,D3,2021-12-12,2021-11-25,-17,False
46,P2,DPBOM000000820,철의장,F2,D5,D6,D3,2023-02-05,2023-01-31,-5,False
47,P2,DPBOM000000821,도장,F1,D1,자체 진행,D1,2023-08-21,2023-08-09,-12,False
48,P2,DPBOM000000025,가공,F2,D2,D6,D3,2022-04-20,2022-04-10,-10,False
49,P2,DPBOM000000026,족장,F3,D3,자체 진행,D4,2023-08-06,2023-07-29,-8,False
50,P2,DPBOM000000822,재마킹,F4,D6,자체 진행,D3,2024-04-27,2024-04-26,-1,False
52,P2,DPBOM000000028,공작,F2,D4,D6,D3,2023-01-21,2023-01-16,-5,False
53,P2,DPBOM000000029,철의장,F2,D5,D6,D3,2024-05-18,2024-05-13,-5,False
54,P2,DPBOM000000030,가공,F2,D2,D6,D3,2024-03-22,2024-02-24,-27,False
55,P2,DPBOM000000032,가공,F4,D7,자체 진행,D3,2022-12-11,2022-12-07,-4,False
56,P2,DPBOM000000824,도장,F1,D1,자체 진행,D1,2021-09-03,2021-08-14,-20,False
57,P2,DPBOM000000043,가공,F2,D2,D5,D3,2023-11-22,2023-11-03,-19,False
58,P2,DPBOM000000044,족장,F3,D3,자체 진행,D4,2022-08-04,2022-07-15,-20,False
59,P2,DPBOM000000045,재마킹,F4,D6,자체 진행,D3,2024-03-19,2024-03-01,-18,False
61,P2,DPBOM000000046,가공,F4,D7,자체 진행,D3,2021-10-11,2021-09-29,-12,False
62,P2,DPBOM000000047,의장,F1,D8,자체 진행,D1,2022-04-09,2022-03-24,-16,False
63,P2,DPBOM000000048,공작,F2,D4,D5,D3,2021-09-29,2021-09-06,-23,False
64,P2,DPBOM000000049,철의장,F2,D5,D5,D3,2022-12-28,2022-12-19,-9,False
65,P2,DPBOM000000050,가공,F2,D2,D5,D3,2022-05-14,2022-04-21,-23,False
66,P2,DPBOM000000826,도장,F1,D1,자체 진행,D1,2022-03-08,2022-02-28,-8,False
67,P2,DPBOM000000054,가공,F2,D2,D5,D3,2024-04-10,2024-03-22,-19,False
68,P2,DPBOM000000055,족장,F3,D3,자체 진행,D4,2023-07-07,2023-06-10,-27,False
69,P2,DPBOM000000056,재마킹,F4,D6,자체 진행,D3,2022-03-03,2022-02-16,-15,False
71,P2,DPBOM000000057,가공,F4,D7,자체 진행,D3,2022-02-01,2022-01-10,-22,False
72,P2,DPBOM000000058,의장,F1,D8,자체 진행,D1,2024-08-25,2024-10-01,37,True
73,P2,DPBOM000000059,공작,F2,D4,D5,D3,2021-12-21,2021-11-24,-27,False
74,P2,DPBOM000000060,철의장,F2,D5,D5,D3,2021-12-06,2021-11-09,-27,False
75,P2,DPBOM000000061,가공,F2,D2,D5,D3,2021-11-09,2021-10-29,-11,False
76,P2,DPBOM000000828,도장,F1,D1,자체 진행,D1,2022-01-22,2022-01-13,-9,False
77,P2,DPBOM000000065,가공,F2,D2,D5,D3,2022-02-27,2022-02-17,-10,False
78,P2,DPBOM000000066,족장,F3,D3,자체 진행,D4,2023-03-21,2023-02-28,-21,False
79,P2,DPBOM000000067,재마킹,F4,D6,자체 진행,D3,2023-12-06,2023-11-07,-29,False
81,P2,DPBOM000000068,가공,F4,D7,자체 진행,D3,2023-01-21,2023-01-19,-2,False
82,P2,DPBOM000000069,의장,F1,D8,자체 진행,D1,2022-01-28,2022-01-25,-3,False
83,P2,DPBOM000000070,공작,F2,D4,D5,D3,2024-05-08,2024-05-04,-4,False
84,P2,DPBOM000000071,철의장,F2,D5,D5,D3,2023-01-02,2022-12-17,-16,False
85,P2,DPBOM000000072,가공,F2,D2,D5,D3,2023-09-17,2023-09-02,-15,False
86,P2,DPBOM000000830,가공,F2,D2,D5,D3,2024-01-11,2023-12-13,-29,False
87,P2,DPBOM000000831,가공,F4,D7,자체 진행,D3,2024-01-19,2024-01-05,-14,False
88,P2,DPBOM000000832,도장,F1,D1,자체 진행,D1,2024-08-15,2024-07-28,-18,False
89,P2,DPBOM000000073,가공,F2,D2,D5,D3,2022-11-10,2022-10-12,-29,False
90,P2,DPBOM000000074,족장,F3,D3,자체 진행,D4,2022-07-10,2022-06-30,-10,False
91,P2,DPBOM000000833,재마킹,F4,D6,자체 진행,D3,2023-10-06,2023-09-30,-6,False
93,P2,DPBOM000000075,가공,F4,D7,자체 진행,D3,2021-11-12,2021-10-22,-21,False
94,P2,DPBOM000000076,의장,F1,D8,자체 진행,D1,2022-12-01,2022-11-29,-2,False
95,P2,DPBOM000000077,공작,F2,D4,D5,D3,2022-10-26,2022-10-22,-4,False
96,P2,DPBOM000000078,철의장,F2,D5,D5,D3,2023-10-31,2023-10-22,-9,False
97,P2,DPBOM000000079,가공,F2,D2,D5,D3,2022-08-12,2022-07-26,-17,False
98,P2,DPBOM000000835,가공,F2,D2,D5,D3,2021-11-08,2021-10-21,-18,False
99,P2,DPBOM000000836,가공,F4,D7,자체 진행,D3,2022-04-19,2022-04-10,-9,False
100,P2,DPBOM000000837,가공,F2,D2,D5,D3,2024-01-24,2024-01-17,-7,False
101,P2,DPBOM000000838,도장,F1,D1,자체 진행,D1,2023-03-06,2023-02-23,-11,False
102,P2,DPBOM000000080,가공,F2,D2,D5,D3,2024-08-20,2024-08-09,-11,False
103,P2,DPBOM000000081,족장,F3,D3,자체 진행,D4,2023-01-25,2022-12-27,-29,False
104,P2,DPBOM000000839,재마킹,F4,D6,자체 진행,D3,2023-04-19,2023-03-27,-23,False
105,P2,DPBOM000000082,가공,F4,D7,자체 진행,D3,2023-05-06,2023-04-17,-19,False
106,P2,DPBOM000000083,의장,F1,D8,자체 진행,D1,2021-12-02,2021-11-04,-28,False
107,P2,DPBOM000000084,공작,F2,D4,D5,D3,2024-04-28,2024-04-17,-11,False
108,P2,DPBOM000000085,철의장,F2,D5,D5,D3,2023-11-07,2023-11-26,19,True
109,P2,DPBOM000000086,가공,F2,D2,D5,D3,2021-11-17,2021-11-02,-15,False
110,P2,DPBOM000000840,가공,F2,D2,D5,D3,2022-02-09,2022-01-27,-13,False
111,P2,DPBOM000000841,가공,F4,D7,자체 진행,D3,2022-05-21,2022-05-01,-20,False
112,P2,DPBOM000000842,가공,F2,D2,D5,D3,2023-05-11,2023-05-04,-7,False
113,P2,DPBOM000000843,도장,F1,D1,자체 진행,D1,2021-09-20,2021-09-12,-8,False
114,P2,DPBOM000000087,가공,F2,D2,D5,D3,2021-09-03,2021-08-20,-14,False
115,P2,DPBOM000000088,족장,F3,D3,자체 진행,D4,2021-12-24,2022-02-17,55,True
116,P2,DPBOM000000089,가공,F4,D7,자체 진행,D3,2022-07-05,2022-06-27,-8,False
117,P2,DPBOM000000090,의장,F1,D8,자체 진행,D1,2022-08-23,2022-07-27,-27,False
118,P2,DPBOM000000091,공작,F2,D4,D5,D3,2022-05-01,2022-04-13,-18,False
119,P2,DPBOM000000092,철의장,F2,D5,D5,D3,2023-01-02,2022-12-15,-18,False
120,P2,DPBOM000000093,가공,F2,D2,D5,D3,2022-09-25,2022-08-29,-27,False
121,P2,DPBOM000000844,가공,F2,D2,D5,D3,2024-06-02,2024-05-04,-29,False
122,P2,DPBOM000000845,가공,F4,D7,자체 진행,D3,2022-10-07,2022-09-19,-18,False
123,P2,DPBOM000000846,가공,F2,D2,D5,D3,2023-01-01,2022-12-14,-18,False
124,P2,DPBOM000000847,도장,F1,D1,자체 진행,D1,2024-02-14,2024-01-30,-15,False
125,P2,DPBOM000000094,가공,F2,D2,자체 진행,D3,2023-07-19,2023-07-14,-5,False
126,P2,DPBOM000000095,족장,F3,D3,자체 진행,D4,2024-02-22,2024-02-13,-9,False
127,P2,DPBOM000000096,가공,F4,D7,자체 진행,D3,2023-08-02,2023-07-06,-27,False
128,P2,DPBOM000000097,의장,F1,D8,자체 진행,D1,2023-08-31,2023-08-22,-9,False
129,P2,DPBOM000000098,공작,F2,D4,D5,D3,2024-02-17,2024-03-03,15,True
130,P2,DPBOM000000099,철의장,F2,D5,D5,D3,2022-08-31,2022-08-27,-4,False
131,P2,DPBOM000000100,가공,F2,D2,자체 진행,D3,2022-11-29,2022-11-07,-22,False
132,P2,DPBOM000000848,가공,F2,D2,자체 진행,D3,2022-03-18,2022-05-13,56,True
