날짜,공정명,세부공정명,Vessel ID,계획 진도율(%),실제 진도율(%),작업인원(명),가동시간(시간),비가동시간(시간),특이사항
2024-08-29,조립,소조립,FPSO-240900,35.0,35.0,9,3,4,없음
2024-08-30,조립,소조립,FPSO-240900,35.0,40.0,32,14,2,없음
2024-08-09,설계,기본 설계,FPSO-240901,45.0,45.0,44,22,0,없음
2024-08-11,설계,기본 설계,FPSO-240901,45.0,100.0,26,4,4,없음
2024-08-12,설계,상세 설계,FPSO-240901,15.0,15.0,39,9,3,규제 기관의 검토 및 승인 지연
2024-08-15,설계,상세 설계,FPSO-240901,15.0,50.0,48,21,4,없음
2024-08-24,설계,상세 설계,FPSO-240901,50.0,100.0,36,20,1,없음
2024-08-26,자재 준비 및 가공,강판 절단,FPSO-240901,75.0,75.0,13,7,2,없음
2024-08-02,설계,기본 설계,FPSO-240902,80.0,66.0,18,8,4,없음
2024-08-03,설계,기본 설계,FPSO-240902,80.0,91.0,34,1,4,없음
2024-08-04,설계,기본 설계,FPSO-240902,91.0,100.0,44,15,1,없음
2024-08-05,설계,상세 설계,FPSO-240902,0.0,0.0,37,9,4,없음
2024-08-06,설계,상세 설계,FPSO-240902,0.0,65.0,17,4,1,없음
2024-08-18,설계,상세 설계,FPSO-240902,65.0,100.0,28,19,1,없음
2024-08-29,자재 준비 및 가공,가공,FPSO-240902,50.0,45.0,27,10,0,없음
2024-08-31,자재 준비 및 가공,가공,FPSO-240902,50.0,100.0,48,4,3,자재 품질 문제로 일부 교체 작업
2024-08-20,자재 준비 및 가공,강판 절단,FPSO-240902,15.0,15.0,43,19,3,없음
2024-08-21,자재 준비 및 가공,강판 절단,FPSO-240902,15.0,80.0,44,21,3,없음
2024-08-27,자재 준비 및 가공,강판 절단,FPSO-240902,80.0,100.0,7,1,4,없음
2024-08-01,설계,기본 설계,FPSO-240903,25.0,25.0,12,2,0,없음
2024-08-07,설계,기본 설계,FPSO-240903,25.0,100.0,20,7,1,없음
2024-08-11,설계,상세 설계,FPSO-240903,70.0,64.0,45,14,4,없음
2024-08-15,설계,상세 설계,FPSO-240903,70.0,100.0,36,4,2,없음
2024-08-29,자재 준비 및 가공,가공,FPSO-240903,25.0,25.0,49,19,1,없음
2024-08-31,자재 준비 및 가공,가공,FPSO-240903,25.0,35.0,48,19,2,없음
2024-08-21,자재 준비 및 가공,강판 절단,FPSO-240903,5.0,0.0,21,10,3,없음
2024-08-25,자재 준비 및 가공,강판 절단,FPSO-240903,5.0,75.0,22,16,0,없음
2024-08-28,자재 준비 및 가공,강판 절단,FPSO-240903,75.0,100.0,7,19,4,없음
2024-08-01,설계,기본 설계,FPSO-240904,50.0,40.0,12,19,2,없음
2024-08-02,설계,기본 설계,FPSO-240904,50.0,100.0,16,9,1,없음
2024-08-05,설계,상세 설계,FPSO-240904,75.0,75.0,26,7,0,없음
2024-08-07,설계,상세 설계,FPSO-240904,75.0,100.0,12,10,0,없음
2024-08-15,자재 준비 및 가공,가공,FPSO-240904,65.0,65.0,15,3,3,없음
2024-08-17,자재 준비 및 가공,가공,FPSO-240904,65.0,100.0,7,1,3,없음
2024-08-11,자재 준비 및 가공,강판 절단,FPSO-240904,100.0,86.0,13,20,3,없음
2024-08-13,자재 준비 및 가공,강판 절단,FPSO-240904,100.0,100.0,23,14,4,없음
2024-08-22,조립,소조립,FPSO-240904,85.0,85.0,7,2,3,없음
2024-08-24,조립,소조립,FPSO-240904,85.0,100.0,42,20,1,없음
2024-08-25,조립,중조립,FPSO-240904,15.0,5.0,37,18,2,없음
2024-08-26,조립,중조립,FPSO-240904,15.0,70.0,11,7,1,없음
2024-08-28,조립,중조립,FPSO-240904,70.0,75.0,28,16,4,없음
2024-08-29,조립,중조립,FPSO-240904,75.0,95.0,47,13,2,없음
2024-08-02,설계,기본 설계,FPSO-240905,90.0,84.0,20,17,1,없음
2024-08-04,설계,기본 설계,FPSO-240905,90.0,100.0,25,10,3,없음
2024-08-05,설계,상세 설계,FPSO-240905,25.0,13.0,14,18,4,없음
2024-08-10,설계,상세 설계,FPSO-240905,25.0,53.0,14,9,0,없음
2024-08-18,설계,상세 설계,FPSO-240905,53.0,83.0,8,10,4,없음
2024-08-26,설계,상세 설계,FPSO-240905,83.0,100.0,17,2,0,설계 변경으로 인한 일부 작업 지연
2024-08-06,설계,기본 설계,FPSO-240906,45.0,45.0,23,15,0,없음
2024-08-08,설계,기본 설계,FPSO-240906,45.0,65.0,33,1,1,없음
2024-08-18,설계,기본 설계,FPSO-240906,65.0,100.0,19,20,0,없음
2024-08-28,설계,상세 설계,FPSO-240906,100.0,100.0,31,12,1,규제 기관의 검토 및 승인 지연
2024-08-29,자재 준비 및 가공,강판 절단,FPSO-240906,15.0,9.0,5,11,1,없음
2024-08-31,자재 준비 및 가공,강판 절단,FPSO-240906,15.0,54.0,22,15,0,없음
2024-08-06,설계,기본 설계,FPSO-240907,15.0,9.0,9,3,2,없음
2024-08-08,설계,기본 설계,FPSO-240907,15.0,99.0,10,15,4,없음
2024-08-09,설계,기본 설계,FPSO-240907,99.0,100.0,46,5,2,규제 기관의 검토 및 승인 지연
2024-08-10,설계,상세 설계,FPSO-240907,15.0,15.0,13,17,4,없음
2024-08-11,설계,상세 설계,FPSO-240907,15.0,75.0,36,16,3,없음
2024-08-12,설계,상세 설계,FPSO-240907,75.0,80.0,49,22,4,없음
2024-08-13,설계,상세 설계,FPSO-240907,80.0,100.0,25,14,3,없음
2024-08-20,자재 준비 및 가공,가공,FPSO-240907,100.0,100.0,43,5,0,없음
2024-08-14,자재 준비 및 가공,강판 절단,FPSO-240907,50.0,50.0,5,3,4,없음
2024-08-16,자재 준비 및 가공,강판 절단,FPSO-240907,50.0,60.0,22,8,0,없음
2024-08-17,자재 준비 및 가공,강판 절단,FPSO-240907,60.0,95.0,32,5,0,없음
2024-08-18,자재 준비 및 가공,강판 절단,FPSO-240907,95.0,100.0,15,22,4,없음
2024-08-26,조립,소조립,FPSO-240907,40.0,40.0,16,6,0,없음
2024-08-29,조립,소조립,FPSO-240907,40.0,65.0,40,6,2,없음
2024-08-01,설계,기본 설계,FPSO-240909,95.0,95.0,32,15,1,없음
2024-08-06,설계,기본 설계,FPSO-240909,95.0,95.0,46,18,1,없음
2024-08-09,설계,기본 설계,FPSO-240909,95.0,100.0,37,8,3,없음
2024-08-10,설계,상세 설계,FPSO-240909,80.0,75.0,17,2,3,없음
2024-08-12,설계,상세 설계,FPSO-240909,80.0,100.0,34,5,2,없음
2024-08-25,자재 준비 및 가공,가공,FPSO-240909,80.0,80.0,47,13,4,없음
2024-08-14,자재 준비 및 가공,강판 절단,FPSO-240909,10.0,10.0,19,14,3,없음
2024-08-16,자재 준비 및 가공,강판 절단,FPSO-240909,10.0,45.0,9,5,3,자재 품질 문제로 일부 교체 작업
2024-08-17,자재 준비 및 가공,강판 절단,FPSO-240909,45.0,55.0,44,1,3,없음
2024-08-21,자재 준비 및 가공,강판 절단,FPSO-240909,55.0,100.0,43,13,1,없음
2024-08-03,설계,기본 설계,FPSO-240910,40.0,31.0,45,9,4,설계 변경으로 인한 일부 작업 지연
2024-08-05,설계,기본 설계,FPSO-240910,40.0,100.0,43,14,2,없음
2024-08-13,설계,상세 설계,FPSO-240910,85.0,78.0,43,10,0,없음
2024-08-14,설계,상세 설계,FPSO-240910,85.0,88.0,40,8,4,없음
2024-08-17,설계,상세 설계,FPSO-240910,88.0,100.0,25,19,1,없음
2024-08-31,자재 준비 및 가공,가공,FPSO-240910,15.0,15.0,5,13,0,없음
2024-08-20,자재 준비 및 가공,강판 절단,FPSO-240910,80.0,67.0,34,20,0,없음
2024-08-28,자재 준비 및 가공,강판 절단,FPSO-240910,80.0,100.0,28,12,0,없음
2024-08-01,설계,기본 설계,FPSO-240911,50.0,50.0,9,13,4,없음
2024-08-03,설계,기본 설계,FPSO-240911,50.0,70.0,13,16,1,없음
2024-08-07,설계,기본 설계,FPSO-240911,70.0,100.0,16,7,1,없음
2024-08-08,설계,상세 설계,FPSO-240911,35.0,25.0,32,9,1,설계 변경으로 인한 일부 작업 지연
2024-08-09,설계,상세 설계,FPSO-240911,35.0,80.0,5,23,4,없음
2024-08-10,설계,상세 설계,FPSO-240911,80.0,100.0,25,15,0,규제 기관의 검토 및 승인 지연
2024-08-23,자재 준비 및 가공,가공,FPSO-240911,85.0,72.0,18,14,4,없음
2024-08-27,자재 준비 및 가공,가공,FPSO-240911,85.0,100.0,48,3,0,없음
2024-08-13,자재 준비 및 가공,강판 절단,FPSO-240911,10.0,0.0,21,17,1,없음
2024-08-18,자재 준비 및 가공,강판 절단,FPSO-240911,10.0,10.0,18,15,4,없음
2024-08-19,자재 준비 및 가공,강판 절단,FPSO-240911,10.0,20.0,10,5,1,없음
2024-08-22,자재 준비 및 가공,강판 절단,FPSO-240911,20.0,100.0,10,6,2,없음
2024-08-28,조립,소조립,FPSO-240911,95.0,95.0,36,16,3,없음
2024-08-30,조립,소조립,FPSO-240911,95.0,100.0,5,3,3,없음
2024-08-02,설계,기본 설계,FPSO-240912,75.0,75.0,19,19,1,없음
2024-08-03,설계,기본 설계,FPSO-240912,75.0,100.0,11,2,1,없음
2024-08-08,설계,상세 설계,FPSO-240912,80.0,80.0,31,2,4,없음
2024-08-09,설계,상세 설계,FPSO-240912,80.0,100.0,44,23,0,없음
2024-08-18,자재 준비 및 가공,가공,FPSO-240912,55.0,55.0,6,20,4,없음
2024-08-20,자재 준비 및 가공,가공,FPSO-240912,55.0,100.0,42,17,0,없음
2024-08-11,자재 준비 및 가공,강판 절단,FPSO-240912,10.0,0.0,13,12,0,자재 품질 문제로 일부 교체 작업
2024-08-12,자재 준비 및 가공,강판 절단,FPSO-240912,10.0,0.0,42,9,2,없음
2024-08-14,자재 준비 및 가공,강판 절단,FPSO-240912,10.0,50.0,18,7,2,없음
2024-08-15,자재 준비 및 가공,강판 절단,FPSO-240912,50.0,50.0,15,15,1,없음
2024-08-17,자재 준비 및 가공,강판 절단,FPSO-240912,50.0,100.0,48,23,3,없음
2024-08-21,조립,소조립,FPSO-240912,85.0,85.0,38,20,2,"장비 일시 고장, 수리 완료"
2024-08-27,조립,소조립,FPSO-240912,85.0,100.0,39,4,3,없음
2024-08-04,설계,기본 설계,FPSO-240914,75.0,62.0,6,19,2,없음
2024-08-05,설계,기본 설계,FPSO-240914,75.0,92.0,19,23,0,없음
2024-08-08,설계,기본 설계,FPSO-240914,92.0,100.0,40,2,4,없음
2024-08-13,설계,상세 설계,FPSO-240914,0.0,0.0,41,11,4,없음
2024-08-15,설계,상세 설계,FPSO-240914,0.0,75.0,30,11,2,규제 기관의 검토 및 승인 지연
2024-08-18,설계,상세 설계,FPSO-240914,75.0,100.0,37,10,1,없음
2024-08-26,자재 준비 및 가공,가공,FPSO-240914,55.0,47.0,8,1,0,없음
2024-08-27,자재 준비 및 가공,가공,FPSO-240914,55.0,87.0,40,2,0,없음
2024-08-30,자재 준비 및 가공,가공,FPSO-240914,87.0,100.0,13,15,2,없음
2024-08-19,자재 준비 및 가공,강판 절단,FPSO-240914,85.0,74.0,31,12,3,없음
2024-08-24,자재 준비 및 가공,강판 절단,FPSO-240914,85.0,100.0,14,19,2,자재 일부 지연 입고
2024-08-31,조립,소조립,FPSO-240914,45.0,45.0,49,1,2,없음
2024-08-03,설계,기본 설계,FPSO-240915,20.0,20.0,49,16,2,설계 변경으로 인한 일부 작업 지연
2024-08-05,설계,기본 설계,FPSO-240915,20.0,100.0,9,17,0,없음
2024-08-06,설계,상세 설계,FPSO-240915,20.0,14.0,35,6,1,없음
2024-08-21,설계,상세 설계,FPSO-240915,20.0,100.0,6,8,2,없음
2024-08-22,자재 준비 및 가공,강판 절단,FPSO-240915,75.0,75.0,9,14,2,없음
2024-08-27,자재 준비 및 가공,강판 절단,FPSO-240915,75.0,100.0,7,23,0,없음
2024-08-05,설계,기본 설계,FPSO-240916,70.0,70.0,36,14,0,없음
2024-08-07,설계,기본 설계,FPSO-240916,70.0,75.0,6,6,2,없음
2024-08-08,설계,기본 설계,FPSO-240916,75.0,100.0,11,4,4,없음
2024-08-17,설계,상세 설계,FPSO-240916,80.0,69.0,49,16,1,없음
2024-08-19,설계,상세 설계,FPSO-240916,80.0,100.0,47,15,0,없음
2024-08-30,자재 준비 및 가공,가공,FPSO-240916,30.0,30.0,16,1,3,자재 품질 문제로 일부 교체 작업
2024-08-25,자재 준비 및 가공,강판 절단,FPSO-240916,45.0,33.0,49,2,4,없음
2024-08-29,자재 준비 및 가공,강판 절단,FPSO-240916,45.0,100.0,43,20,1,없음
2024-08-02,설계,기본 설계,FPSO-240917,20.0,20.0,8,2,1,없음
2024-08-11,설계,기본 설계,FPSO-240917,20.0,80.0,16,6,4,설계 변경으로 인한 일부 작업 지연
2024-08-13,설계,기본 설계,FPSO-240917,80.0,100.0,37,18,3,없음
2024-08-14,설계,상세 설계,FPSO-240917,70.0,70.0,49,1,0,규제 기관의 검토 및 승인 지연
2024-08-17,설계,상세 설계,FPSO-240917,70.0,100.0,10,15,3,없음
2024-08-22,자재 준비 및 가공,강판 절단,FPSO-240917,40.0,40.0,9,20,4,없음
2024-08-28,자재 준비 및 가공,강판 절단,FPSO-240917,40.0,100.0,10,17,2,없음
2024-08-02,설계,기본 설계,FPSO-240918,20.0,7.0,23,19,0,없음
2024-08-07,설계,기본 설계,FPSO-240918,20.0,82.0,43,22,2,설계 변경으로 인한 일부 작업 지연
2024-08-09,설계,기본 설계,FPSO-240918,82.0,100.0,38,19,4,없음
2024-08-12,설계,상세 설계,FPSO-240918,25.0,13.0,9,11,2,설계 변경으로 인한 일부 작업 지연
2024-08-16,설계,상세 설계,FPSO-240918,25.0,83.0,48,3,4,없음
2024-08-17,설계,상세 설계,FPSO-240918,83.0,100.0,38,11,3,없음
2024-08-23,자재 준비 및 가공,강판 절단,FPSO-240918,25.0,11.0,41,12,4,없음
2024-08-31,자재 준비 및 가공,강판 절단,FPSO-240918,25.0,16.0,43,19,1,자재 일부 지연 입고
2024-08-02,설계,기본 설계,FPSO-240919,60.0,60.0,11,16,0,없음
2024-08-03,설계,기본 설계,FPSO-240919,60.0,100.0,23,11,4,규제 기관의 검토 및 승인 지연
2024-08-08,설계,상세 설계,FPSO-240919,45.0,33.0,17,11,3,없음
2024-08-10,설계,상세 설계,FPSO-240919,45.0,63.0,47,20,1,없음
2024-08-11,설계,상세 설계,FPSO-240919,63.0,98.0,33,5,1,없음
2024-08-18,설계,상세 설계,FPSO-240919,98.0,100.0,27,23,4,없음
2024-08-29,자재 준비 및 가공,가공,FPSO-240919,55.0,43.0,16,2,0,없음
2024-08-23,자재 준비 및 가공,강판 절단,FPSO-240919,70.0,70.0,7,6,1,없음
2024-08-27,자재 준비 및 가공,강판 절단,FPSO-240919,70.0,100.0,15,1,1,없음
2024-08-01,설계,기본 설계,FPSO-240921,40.0,32.0,39,10,2,없음
2024-08-06,설계,기본 설계,FPSO-240921,40.0,37.0,15,9,2,없음
2024-08-07,설계,기본 설계,FPSO-240921,40.0,100.0,35,8,1,없음
2024-08-08,설계,상세 설계,FPSO-240921,85.0,78.0,12,8,2,없음
2024-08-11,설계,상세 설계,FPSO-240921,85.0,100.0,34,21,3,없음
2024-08-17,자재 준비 및 가공,가공,FPSO-240921,40.0,27.0,17,16,1,없음
2024-08-18,자재 준비 및 가공,가공,FPSO-240921,40.0,100.0,28,19,0,없음
2024-08-12,자재 준비 및 가공,강판 절단,FPSO-240921,50.0,50.0,15,20,3,없음
2024-08-14,자재 준비 및 가공,강판 절단,FPSO-240921,50.0,100.0,24,4,2,없음
2024-08-21,조립,소조립,FPSO-240921,100.0,90.0,17,9,0,없음
2024-08-22,조립,소조립,FPSO-240921,100.0,100.0,28,13,2,없음
2024-08-27,조립,중조립,FPSO-240921,75.0,75.0,36,11,3,없음
2024-08-29,조립,중조립,FPSO-240921,75.0,100.0,20,21,0,없음
2024-08-01,설계,기본 설계,FPSO-240922,75.0,68.0,38,6,2,없음
2024-08-02,설계,기본 설계,FPSO-240922,75.0,100.0,30,16,0,없음
2024-08-06,설계,상세 설계,FPSO-240922,95.0,85.0,27,13,0,없음
2024-08-21,설계,상세 설계,FPSO-240922,95.0,100.0,13,3,3,없음
2024-08-30,자재 준비 및 가공,가공,FPSO-240922,70.0,70.0,38,6,0,없음
2024-08-31,자재 준비 및 가공,가공,FPSO-240922,70.0,100.0,38,11,2,없음
2024-08-23,자재 준비 및 가공,강판 절단,FPSO-240922,95.0,95.0,14,16,0,자재 일부 지연 입고
2024-08-25,자재 준비 및 가공,강판 절단,FPSO-240922,95.0,100.0,42,10,3,없음
2024-08-01,설계,기본 설계,FPSO-240923,15.0,8.0,15,5,1,없음
2024-08-06,설계,기본 설계,FPSO-240923,15.0,100.0,29,3,3,없음
2024-08-07,설계,상세 설계,FPSO-240923,75.0,75.0,31,6,4,없음
2024-08-11,설계,상세 설계,FPSO-240923,75.0,85.0,27,14,1,규제 기관의 검토 및 승인 지연
2024-08-13,설계,상세 설계,FPSO-240923,85.0,100.0,17,8,4,없음
2024-08-22,자재 준비 및 가공,강판 절단,FPSO-240923,5.0,0.0,27,9,2,없음
2024-08-23,자재 준비 및 가공,강판 절단,FPSO-240923,5.0,0.0,5,22,1,없음
2024-08-01,설계,기본 설계,FPSO-240924,100.0,94.0,18,14,3,없음
2024-08-03,설계,기본 설계,FPSO-240924,100.0,100.0,11,23,0,없음
2024-08-06,설계,상세 설계,FPSO-240924,90.0,90.0,41,18,4,없음
2024-08-07,설계,상세 설계,FPSO-240924,90.0,100.0,31,23,1,없음
2024-08-14,자재 준비 및 가공,가공,FPSO-240924,15.0,1.0,44,10,0,없음
2024-08-15,자재 준비 및 가공,가공,FPSO-240924,15.0,16.0,16,18,4,자재 일부 지연 입고
2024-08-19,자재 준비 및 가공,가공,FPSO-240924,16.0,76.0,33,3,4,없음
2024-08-26,자재 준비 및 가공,가공,FPSO-240924,76.0,91.0,49,13,2,없음
2024-08-27,자재 준비 및 가공,가공,FPSO-240924,91.0,100.0,6,18,0,자재 일부 지연 입고
2024-08-09,자재 준비 및 가공,강판 절단,FPSO-240924,5.0,5.0,34,7,0,없음
2024-08-10,자재 준비 및 가공,강판 절단,FPSO-240924,5.0,40.0,27,6,1,없음
2024-08-13,자재 준비 및 가공,강판 절단,FPSO-240924,40.0,100.0,30,19,4,없음
2024-08-28,조립,소조립,FPSO-240924,75.0,61.0,21,3,1,없음
2024-08-03,설계,기본 설계,FPSO-240925,25.0,16.0,28,22,1,없음
2024-08-12,설계,기본 설계,FPSO-240925,25.0,91.0,38,16,3,없음
2024-08-17,설계,기본 설계,FPSO-240925,91.0,96.0,45,4,4,설계 변경으로 인한 일부 작업 지연
2024-08-26,설계,기본 설계,FPSO-240925,96.0,100.0,24,23,3,없음
2024-08-27,설계,상세 설계,FPSO-240925,25.0,19.0,5,8,0,없음
2024-08-30,설계,상세 설계,FPSO-240925,25.0,64.0,16,17,0,없음
2024-08-31,설계,상세 설계,FPSO-240925,64.0,69.0,39,2,3,설계 변경으로 인한 일부 작업 지연
2024-08-02,설계,기본 설계,FPSO-240926,65.0,52.0,27,5,4,없음
2024-08-05,설계,기본 설계,FPSO-240926,65.0,100.0,5,22,2,규제 기관의 검토 및 승인 지연
2024-08-17,설계,상세 설계,FPSO-240926,65.0,65.0,45,18,2,없음
2024-08-21,설계,상세 설계,FPSO-240926,65.0,100.0,9,7,2,없음
2024-08-31,자재 준비 및 가공,강판 절단,FPSO-240926,70.0,70.0,41,23,3,없음
2024-08-02,설계,기본 설계,FPSO-240927,55.0,55.0,18,5,2,없음
2024-08-09,설계,기본 설계,FPSO-240927,55.0,65.0,15,13,1,없음
2024-08-10,설계,기본 설계,FPSO-240927,65.0,100.0,17,21,2,없음
2024-08-11,설계,상세 설계,FPSO-240927,20.0,20.0,8,19,1,없음
2024-08-13,설계,상세 설계,FPSO-240927,20.0,55.0,23,3,2,없음
2024-08-18,설계,상세 설계,FPSO-240927,55.0,100.0,29,1,3,없음
2024-08-21,자재 준비 및 가공,강판 절단,FPSO-240927,70.0,70.0,48,16,4,없음
2024-08-31,자재 준비 및 가공,강판 절단,FPSO-240927,70.0,100.0,41,3,1,없음
2024-08-01,설계,기본 설계,FPSO-240928,30.0,30.0,33,14,1,없음
2024-08-03,설계,기본 설계,FPSO-240928,30.0,50.0,44,11,3,없음
2024-08-09,설계,기본 설계,FPSO-240928,50.0,100.0,14,16,3,없음
2024-08-13,설계,상세 설계,FPSO-240928,25.0,13.0,33,23,1,없음
2024-08-15,설계,상세 설계,FPSO-240928,25.0,23.0,44,12,4,규제 기관의 검토 및 승인 지연
2024-08-16,설계,상세 설계,FPSO-240928,25.0,38.0,5,1,4,없음
2024-08-21,설계,상세 설계,FPSO-240928,38.0,100.0,13,19,1,없음
2024-08-28,자재 준비 및 가공,강판 절단,FPSO-240928,50.0,45.0,35,9,3,없음
2024-08-02,설계,기본 설계,FPSO-240929,20.0,7.0,32,9,0,없음
2024-08-05,설계,기본 설계,FPSO-240929,20.0,42.0,38,5,0,없음
2024-08-17,설계,기본 설계,FPSO-240929,42.0,57.0,49,16,4,설계 변경으로 인한 일부 작업 지연
2024-08-18,설계,기본 설계,FPSO-240929,57.0,100.0,8,7,1,없음
2024-08-23,설계,상세 설계,FPSO-240929,15.0,6.0,41,11,2,없음
2024-08-01,설계,기본 설계,FPSO-240930,15.0,10.0,30,20,3,없음
2024-08-02,설계,기본 설계,FPSO-240930,15.0,85.0,11,2,3,없음
2024-08-03,설계,기본 설계,FPSO-240930,85.0,100.0,30,8,2,없음
2024-08-07,설계,상세 설계,FPSO-240930,20.0,11.0,13,17,4,없음
2024-08-08,설계,상세 설계,FPSO-240930,20.0,46.0,5,14,2,없음
2024-08-11,설계,상세 설계,FPSO-240930,46.0,46.0,18,20,3,없음
2024-08-12,설계,상세 설계,FPSO-240930,46.0,100.0,8,5,1,규제 기관의 검토 및 승인 지연
2024-08-19,자재 준비 및 가공,가공,FPSO-240930,100.0,100.0,6,9,2,없음
2024-08-13,자재 준비 및 가공,강판 절단,FPSO-240930,100.0,87.0,32,13,1,없음
2024-08-16,자재 준비 및 가공,강판 절단,FPSO-240930,100.0,100.0,42,6,2,없음
2024-08-20,조립,소조립,FPSO-240930,30.0,24.0,46,10,0,없음
2024-08-21,조립,소조립,FPSO-240930,30.0,69.0,5,16,2,없음
2024-08-26,조립,소조립,FPSO-240930,69.0,100.0,42,11,0,조립 라인 문제로 작업 지연
2024-08-07,설계,기본 설계,FPSO-240931,10.0,10.0,46,13,3,없음
2024-08-10,설계,기본 설계,FPSO-240931,10.0,95.0,12,10,4,없음
2024-08-11,설계,기본 설계,FPSO-240931,95.0,100.0,46,4,4,없음
2024-08-14,설계,상세 설계,FPSO-240931,75.0,75.0,33,20,2,없음
2024-08-16,설계,상세 설계,FPSO-240931,75.0,100.0,6,15,3,없음
2024-08-29,자재 준비 및 가공,가공,FPSO-240931,55.0,55.0,21,9,2,자재 품질 문제로 일부 교체 작업
2024-08-18,자재 준비 및 가공,강판 절단,FPSO-240931,45.0,45.0,40,14,4,없음
2024-08-23,자재 준비 및 가공,강판 절단,FPSO-240931,45.0,100.0,19,14,3,자재 품질 문제로 일부 교체 작업
2024-08-01,설계,기본 설계,FPSO-240932,20.0,12.0,24,19,2,없음
2024-08-05,설계,기본 설계,FPSO-240932,20.0,67.0,29,1,1,없음
2024-08-06,설계,기본 설계,FPSO-240932,67.0,100.0,19,12,4,없음
2024-08-07,설계,상세 설계,FPSO-240932,15.0,15.0,35,8,3,없음
2024-08-11,설계,상세 설계,FPSO-240932,15.0,100.0,47,9,2,없음
2024-08-13,자재 준비 및 가공,가공,FPSO-240932,35.0,35.0,14,5,2,없음
2024-08-14,자재 준비 및 가공,가공,FPSO-240932,35.0,40.0,18,9,1,없음
2024-08-16,자재 준비 및 가공,가공,FPSO-240932,40.0,100.0,28,22,0,자재 품질 문제로 일부 교체 작업
2024-08-12,자재 준비 및 가공,강판 절단,FPSO-240932,100.0,100.0,42,21,0,자재 품질 문제로 일부 교체 작업
2024-08-30,조립,대조립,FPSO-240932,80.0,73.0,30,4,2,없음
2024-08-21,조립,소조립,FPSO-240932,70.0,70.0,49,18,1,없음
2024-08-26,조립,소조립,FPSO-240932,70.0,100.0,14,7,0,없음
2024-08-27,조립,중조립,FPSO-240932,80.0,80.0,20,23,2,없음
2024-08-29,조립,중조립,FPSO-240932,80.0,100.0,39,23,3,없음
2024-08-03,설계,기본 설계,FPSO-240933,95.0,82.0,18,8,4,없음
2024-08-04,설계,기본 설계,FPSO-240933,95.0,100.0,46,6,3,없음
2024-08-08,설계,상세 설계,FPSO-240933,25.0,25.0,7,7,4,없음
2024-08-17,설계,상세 설계,FPSO-240933,25.0,65.0,49,15,4,없음
2024-08-31,설계,상세 설계,FPSO-240933,65.0,100.0,34,7,0,없음
2024-08-01,설계,기본 설계,FPSO-240934,65.0,65.0,37,17,2,없음
2024-08-04,설계,기본 설계,FPSO-240934,65.0,85.0,34,2,1,없음
2024-08-06,설계,기본 설계,FPSO-240934,85.0,100.0,25,19,3,없음
2024-08-11,설계,상세 설계,FPSO-240934,50.0,50.0,24,15,0,없음
2024-08-20,설계,상세 설계,FPSO-240934,50.0,100.0,24,11,0,없음
2024-08-26,자재 준비 및 가공,가공,FPSO-240934,60.0,51.0,11,12,3,없음
2024-08-27,자재 준비 및 가공,가공,FPSO-240934,60.0,71.0,20,11,2,없음
2024-08-22,자재 준비 및 가공,강판 절단,FPSO-240934,20.0,9.0,30,7,3,없음
2024-08-23,자재 준비 및 가공,강판 절단,FPSO-240934,20.0,54.0,35,22,0,없음
2024-08-24,자재 준비 및 가공,강판 절단,FPSO-240934,54.0,59.0,27,6,4,없음
2024-08-25,자재 준비 및 가공,강판 절단,FPSO-240934,59.0,100.0,22,18,0,없음
2024-08-02,설계,기본 설계,FPSO-240935,10.0,10.0,33,5,0,없음
2024-08-13,설계,기본 설계,FPSO-240935,10.0,90.0,41,20,4,없음
2024-08-16,설계,기본 설계,FPSO-240935,90.0,100.0,30,21,2,없음
2024-08-20,설계,상세 설계,FPSO-240935,0.0,0.0,10,3,4,없음
2024-08-25,설계,상세 설계,FPSO-240935,0.0,90.0,44,13,0,없음
2024-08-27,설계,상세 설계,FPSO-240935,90.0,100.0,26,15,2,없음
2024-08-28,자재 준비 및 가공,강판 절단,FPSO-240935,30.0,24.0,38,12,4,없음
2024-08-30,자재 준비 및 가공,강판 절단,FPSO-240935,30.0,100.0,38,17,0,없음
2024-08-01,설계,기본 설계,FPSO-240936,20.0,12.0,24,4,1,없음
2024-08-05,설계,기본 설계,FPSO-240936,20.0,92.0,14,22,0,설계 변경으로 인한 일부 작업 지연
2024-08-06,설계,기본 설계,FPSO-240936,92.0,100.0,33,12,3,없음
2024-08-10,설계,상세 설계,FPSO-240936,95.0,95.0,11,11,0,없음
2024-08-11,설계,상세 설계,FPSO-240936,95.0,100.0,27,2,1,설계 변경으로 인한 일부 작업 지연
2024-08-21,자재 준비 및 가공,가공,FPSO-240936,80.0,80.0,32,21,4,없음
2024-08-22,자재 준비 및 가공,가공,FPSO-240936,80.0,100.0,7,1,1,없음
2024-08-16,자재 준비 및 가공,강판 절단,FPSO-240936,80.0,67.0,43,15,4,없음
2024-08-19,자재 준비 및 가공,강판 절단,FPSO-240936,80.0,100.0,18,20,2,없음
2024-08-24,조립,소조립,FPSO-240936,70.0,70.0,39,17,0,없음
2024-08-29,조립,소조립,FPSO-240936,70.0,100.0,31,8,3,없음
2024-08-06,설계,기본 설계,FPSO-240937,30.0,19.0,43,23,0,없음
2024-08-07,설계,기본 설계,FPSO-240937,30.0,49.0,26,4,3,없음
